Category,Book Name,Author Name,Author Link,Ratings,Awards,OtherLinks,Description,Score
young-adult,Someone Like You,Sarah Dessen,https://www.goodreads.com/author/show/2987.Sarah_Dessen,3.94,Michigan Library Association Thumbs Up! Award Nominee (1999),"Young Adult 1,593 users Romance 714 users Contemporary 539 users Fiction 281 users","Halley has always followed in the wake of her best friend, Scarlett. But when Scarlett learns that her boyfriend has been killed in a motorcycle accident, and that she's carrying his baby, she's devastated. For the first time ever, Scarlett really needs Halley. Their friendship may bend under the weight, but it'll never break—because a true friendship is a promise you keep forever.","score: 13,912167 people voted"
young-adult,Little House in the Big Woods,Garth Williams,https://www.goodreads.com/author/show/30916.Garth_Williams,4.17,Lewis Carroll Shelf Award (1958),"Classics 2,069 users Historical Historical Fiction 1,539 users Childrens 1,439 users Fiction 1,075 users Young Adult 645 users","In viaggio verso il Kansas con la famiglia Ingalls. La vita nella prateria è difficile e talvolta persino pericolosa, ma papà, mamma, Mary, Laura e la piccola Carrie sono felici di realizzare il sogno di una nuova vita.""Il fruscio del vento nell’erba sembrava una musica. E il canto stridulo delle cavallette faceva vibrare l’immensa prateria. Un flebile ronzio proveniva dagli alberi in riva al ruscello. Tutti quei suoni formavano un fantastico, caldo, gioioso silenzio. Laura non aveva mai visto un posto che le piacesse così tanto…""","score: 13,909181 people voted"
young-adult,Glass Houses,Rachel Caine,https://www.goodreads.com/author/show/15292.Rachel_Caine,3.92,N/A,"Paranormal Vampires 1,915 users Young Adult 1,774 users Fantasy Paranormal 1,116 users Fantasy 947 users Fantasy Urban Fantasy 670 users","From the author of the popular Weather Warden series comes the debut of an exciting new series set in Morganville, Texas, where you would be well advised to avoid being out after dark.College freshman Claire Danvers has had enough of her nightmarish dorm situation. When Claire heads off-campus, the imposing old house where she finds a room may not be much better. Her new roommates don't show many signs of life, but they'll have Claire's back when the town's deepest secrets come crawling out, hungry for fresh blood. Will she be able to face the town's terror or will she drown like everyone else?","score: 13,598162 people voted"
young-adult,A Tree Grows in Brooklyn,Betty  Smith,https://www.goodreads.com/author/show/2327917.Betty_Smith,4.25,Audie Award for Classic (2002),"Classics 5,859 users Fiction 4,023 users Historical Historical Fiction 1,839 users Young Adult 1,027 users","The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience.","score: 13,459179 people voted"
young-adult,Tithe,Holly Black,https://www.goodreads.com/author/show/25422.Holly_Black,3.73,Lincoln Award Nominee (2008),"Fantasy 2,617 users Young Adult 2,081 users Fantasy Urban Fantasy 788 users Fantasy Paranormal 461 users Paranormal Fairies 452 users Fiction 390 users","Welcome to the realm of very scary faeries!Sixteen-year-old Kaye is a modern nomad. Fierce and independent, she travels from city to city with her mother's rock band until an ominous attack forces Kaye back to her childhood home. There, amid the industrial, blue-collar New Jersey backdrop, Kaye soon finds herself an unwilling pawn in an ancient power struggle between two rival faerie kingdoms - a struggle that could very well mean her death.","score: 13,391175 people voted"
young-adult,Gregor the Overlander,Suzanne Collins,https://www.goodreads.com/author/show/153394.Suzanne_Collins,4,Rebecca Caudill Young Readers' Book Award Nominee (2007),"Fantasy 2,442 users Young Adult 701 users Fiction 446 users Childrens Middle Grade 390 users Adventure 365 users Childrens 347 users","This irresistible first novel tells the story of a quiet boy who embarks on a dangerous quest in order to fulfill his destiny -- and find his father -- in a strange world beneath New York City.When Gregor falls through a grate in the laundry room of his apartment building, he hurtles into the dark Underland, where spiders, rats, cockroaches coexist uneasily with humans. This world is on the brink of war, and Gregor's arrival is no accident. A prophecy foretells that Gregor has a role to play in the Underland's uncertain future. Gregor wants no part of it -- until he realizes it's the only way to solve the mystery of his father's disappearance. Reluctantly, Gregor embarks on a dangerous adventure that will change both him and the Underland forever.","score: 13,351155 people voted"
young-adult,Angelfall,Susan Ee,https://www.goodreads.com/author/show/4890182.Susan_Ee,4.17,Cybils Award Nominee for Fantasy & Science Fiction (Young Adult) (2011),"Fantasy 3,676 users Young Adult 3,523 users Paranormal Angels 2,151 users Fantasy Paranormal 1,889 users Science Fiction Dystopia 1,871 users","It's been six weeks since angels of the apocalypse descended to demolish the modern world. Street gangs rule the day while fear and superstition rule the night. When warrior angels fly away with a helpless little girl, her seventeen-year-old sister Penryn will do anything to get her back.Anything, including making a deal with an enemy angel.Raffe is a warrior who lies broken and wingless on the street. After eons of fighting his own battles, he finds himself being rescued from a desperate situation by a half-starved teenage girl.Traveling through a dark and twisted Northern California, they have only each other to rely on for survival. Together, they journey toward the angels' stronghold in San Francisco where she'll risk everything to rescue her sister and he'll put himself at the mercy of his greatest enemies for the chance to be made whole again.","score: 13,026154 people voted"
young-adult,Sideways Stories from Wayside School,Adam McCauley,https://www.goodreads.com/author/show/679787.Adam_McCauley,4.15,N/A,Childrens 779 users Fiction 526 users Humor 423 users,"There was a terrible mistake - Wayside School was built with one classroom on top of another, thirty stories high (The builder said he was sorry.) Maybe that's why all kinds of funny things happened at Wayside-especially on the thirteenth floor.","score: 12,903159 people voted"
young-adult,The Last Song,Nicholas Sparks,https://www.goodreads.com/author/show/2345.Nicholas_Sparks,4.14,Goodreads Choice Award for Chick Lit (2009),"Romance 2,700 users Fiction 1,029 users Womens Fiction Chick Lit 645 users Young Adult 644 users Contemporary 634 users Adult 227 users Realistic Fiction 191 users Love 158 users Adult Fiction 158 users Drama 154 users","Alternate Cover Edition can be found hereSeventeen-year-old Veronica 'Ronnie' Miller’s life was turned upside-down when her parents divorced and her father moved from New York City to Wilmington, North Carolina. Three years later, she remains angry and alienated from her parents, especially her father . . . until her mother decides it would be in everyone’s best interest if she spent the summer in Wilmington with him. Ronnie’s father, a former concert pianist and teacher, is living a quiet life in the beach town, immersed in creating a work of art that will become the centerpiece of a local church. The tale that unfolds is an unforgettable story about love in its myriad forms - first love, the love between parents and children - that demonstrates, as only a Nicholas Sparks novel can, the many ways that deeply felt relationships can break our hearts . . . and heal them.","score: 12,870155 people voted"
young-adult,The Raven Boys,Maggie Stiefvater,https://www.goodreads.com/author/show/1330292.Maggie_Stiefvater,4.06,Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2013),"Fantasy 7,408 users Young Adult 5,999 users Fantasy Paranormal 2,689 users Romance 1,273 users","“There are only two reasons a non-seer would see a spirit on St. Mark’s Eve,” Neeve said. “Either you’re his true love . . . or you killed him.”It is freezing in the churchyard, even before the dead arrive.Every year, Blue Sargent stands next to her clairvoyant mother as the soon-to-be dead walk past. Blue herself never sees them—not until this year, when a boy emerges from the dark and speaks directly to her.His name is Gansey, and Blue soon discovers that he is a rich student at Aglionby, the local private school. Blue has a policy of staying away from Aglionby boys. Known as Raven Boys, they can only mean trouble.But Blue is drawn to Gansey, in a way she can’t entirely explain. He has it all—family money, good looks, devoted friends—but he’s looking for much more than that. He is on a quest that has encompassed three other Raven Boys: Adam, the scholarship student who resents all the privilege around him; Ronan, the fierce soul who ranges from anger to despair; and Noah, the taciturn watcher of the four, who notices many things but says very little.For as long as she can remember, Blue has been warned that she will cause her true love to die. She never thought this would be a problem. But now, as her life becomes caught up in the strange and sinister world of the Raven Boys, she’s not so sure anymore.From Maggie Stiefvater, the bestselling and acclaimed author of the Shiver trilogy and The Scorpio Races, comes a spellbinding new series where the inevitability of death and the nature of love lead us to a place we’ve never been before.","score: 12,761165 people voted"
young-adult,Elsewhere,Gabrielle Zevin,https://www.goodreads.com/author/show/40593.Gabrielle_Zevin,3.91,Ulmer Unke (2005),"Young Adult 1,335 users Fantasy 841 users Fiction 348 users Romance 206 users Death 163 users","Welcome to Elsewhere. It is warm, with a breeze, and the beaches are marvelous. It's quiet and peaceful. You can't get sick or any older. Curious to see new paintings by Picasso? Swing by one of Elsewhere's museums. Need to talk to someone about your problems? Stop by Marilyn Monroe's psychiatric practice.Elsewhere is where fifteen-year-old Liz Hall ends up, after she has died. It is a place so like Earth, yet completely different. Here Liz will age backward from the day of her death until she becomes a baby again and returns to Earth. But Liz wants to turn sixteen, not fourteen again. She wants to get her driver's license. She wants to graduate from high school and go to college. And now that she's dead, Liz is being forced to live a life she doesn't want with a grandmother she has only just met. And it is not going well. How can Liz let go of the only life she has ever known and embrace a new one? Is it possible that a life lived in reverse is no different from a life lived forward?This moving, often funny book about grief, death, and loss will stay with the reader long after the last page is turned.","score: 12,708135 people voted"
young-adult,Poison Study,Maria V. Snyder,https://www.goodreads.com/author/show/445303.Maria_V_Snyder,4.15,Compton Crook Award (2006),"Fantasy 8,075 users Young Adult 2,477 users Romance 1,416 users Fantasy Magic 1,123 users Fiction 735 users","Choose: A quick death…Or slow poison...About to be executed for murder, Yelena is offered an extraordinary reprieve. She'll eat the best meals, have rooms in the palace—and risk assassination by anyone trying to kill the Commander of Ixia.And so Yelena chooses to become a food taster. But the chief of security, leaving nothing to chance, deliberately feeds her Butterfly's Dust—and only by appearing for her daily antidote will she delay an agonizing death from the poison.As Yelena tries to escape her new dilemma, disasters keep mounting. Rebels plot to seize Ixia and Yelena develops magical powers she can't control. Her life is threatened again and choices must be made. But this time the outcomes aren't so clear...","score: 12,682144 people voted"
young-adult,"Will Grayson, Will Grayson",David Levithan,https://www.goodreads.com/author/show/11664.David_Levithan,3.81,The Inky Awards Shortlist for Silver Inky (2010),"Young Adult 5,009 users Contemporary 1,684 users Lgbt 1,603 users Fiction 1,478 users","Will Grayson meets Will Grayson. One cold night, in a most unlikely corner of Chicago, two strangers are about to cross paths. From that moment on, their world will collide and lives intertwine.It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the same surprising crossroads, the Will Graysons find their lives overlapping and hurtling in new and unexpected directions. With a push from friends new and old - including the massive, and massively fabulous, Tiny Cooper, offensive lineman and musical theater auteur extraordinaire - Will and Will begin building toward respective romantic turns-of-heart and the epic production of history's most awesome high school musical.","score: 12,393166 people voted"
young-adult,Shadowland,Meg Cabot,https://www.goodreads.com/author/show/11654.Meg_Cabot,4.04,N/A,"Young Adult 1,408 users Fantasy Paranormal 771 users Fantasy 747 users Paranormal Ghosts 458 users Romance 456 users","Suze is a mediator -- a liaison between the living and the dead. In other words, she sees dead people. And they won't leave her alone until she helps them resolve their unfinished business with the living. But Jesse, the hot ghost haunting her bedroom, doesn't seem to need her help. Which is a relief, because Suze has just moved to sunny California and plans to start fresh, with trips to the mall instead of the cemetery, and surfing instead of spectral visitations.But the very first day at her new school, Suze realizes it's not that easy. There's a ghost with revenge on her mind ... and Suze happens to be in the way.","score: 12,345161 people voted"
young-adult,Treasure Island,Robert Louis Stevenson,https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson,3.83,Audie Award for Classic (2008),"Classics 9,748 users Fiction 3,729 users Adventure 2,049 users Young Adult 841 users","""For sheer storytelling delight and pure adventure, Treasure Island has never been surpassed. From the moment young Jim Hawkins first encounters the sinister Blind Pew at the Admiral Benbow Inn until the climactic battle for treasure on a tropic isle, the nevel creates scenes and characters that have firetd the imaginations of generations of readers. Written by a superb prose stylist, a master of both action and atmosphere, the story centers upon the conflict between good and evil - but in this case a particularly engaging form of evil. It is the villainy of that most ambiguous rogue Long John Silver that sets the tempo of this tale of treachery, greed, and daring. Designed to forever kindle a dream of high romance and distant horizons, Treasure Island is, in the words of G. K. Chesterton, 'the realization of an ideal, that which is promised in its provocative and beckoning map; a vision not only of white skeletons but also green palm trees and sapphire seas.' G. S. Fraser terms it 'an utterly original book' and goes on to write: 'There will always be a place for stories like Treasure Island that can keep boys and old men happy.'","score: 12,179137 people voted"
young-adult,The Alchemist,Özdemir İnce,https://www.goodreads.com/author/show/4609383._zdemir_nce,3.84,Corine Internationaler Buchpreis for Belletristik (2002),"Fiction 11,388 users Classics 4,346 users Fantasy 2,664 users Philosophy 2,284 users","Paulo Coelho's masterpiece tells the mystical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure. His quest will lead him to riches far different—and far more satisfying—than he ever imagined. Santiago's journey teaches us about the essential wisdom of listening to our hearts, of recognizing opportunity and learning to read the omens strewn along life's path, and, most importantly, to follow our dreams.","score: 12,085156 people voted"
young-adult,The Alchemyst,Michael Scott,https://www.goodreads.com/author/show/27100.Michael_Scott,3.84,Rebecca Caudill Young Readers' Book Award Nominee (2011),"Fantasy 3,975 users Young Adult 1,870 users Fiction 721 users Fantasy Magic 568 users","He holds the secret that can end the world.The truth: Nicholas Flamel was born in Paris on September 28, 1330. Nearly 700 years later, he is acknowledged as the greatest Alchemyst of his day. It is said that he discovered the secret of eternal life.The records show that he died in 1418.But his tomb is empty.The legend: Nicholas Flamel lives. But only because he has been making the elixir of life for centuries. The secret of eternal life is hidden within the book he protects—the Book of Abraham the Mage. It's the most powerful book that has ever existed. In the wrong hands, it will destroy the world. That's exactly what Dr. John Dee plans to do when he steals it. Humankind won't know what's happening until it's too late. And if the prophecy is right, Sophie and Josh Newman are the only ones with the power to save the world as we know it.Sometimes legends are true.And Sophie and Josh Newman are about to find themselves in the middle of the greatest legend of all time.","score: 12,007149 people voted"
young-adult,The Amulet of Samarkand,Jonathan Stroud,https://www.goodreads.com/author/show/33467.Jonathan_Stroud,4,Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2005),"Fantasy 5,373 users Young Adult 1,609 users Fiction 701 users Fantasy Magic 443 users","Nathaniel is a boy magician-in-training, sold to the government by his birth parents at the age of five and sent to live as an apprentice to a master. Powerful magicians rule Britain, and its empire, and Nathaniel is told his is the ""ultimate sacrifice"" for a ""noble destiny."" If leaving his parents and erasing his past life isn't tough enough, Nathaniel's master, Arthur Underwood, is a cold, condescending, and cruel middle-ranking magician in the Ministry of Internal Affairs. The boy's only saving grace is the master's wife, Martha Underwood, who shows him genuine affection that he rewards with fierce devotion. Nathaniel gets along tolerably well over the years in the Underwood household until the summer before his eleventh birthday. Everything changes when he is publicly humiliated by the ruthless magician Simon Lovelace and betrayed by his cowardly master who does not defend him.Nathaniel vows revenge. In a Faustian fever, he devours magical texts and hones his magic skills, all the while trying to appear subservient to his master. When he musters the strength to summon the 5,000-year-old djinni Bartimaeus to avenge Lovelace by stealing the powerful Amulet of Samarkand, the boy magician plunges into a situation more dangerous and deadly than anything he could ever imagine.","score: 11,981142 people voted"
young-adult,The Thief,Megan Whalen Turner,https://www.goodreads.com/author/show/22542.Megan_Whalen_Turner,3.9,Dorothy Canfield Fisher Children's Book Award Nominee (1998),"Fantasy 5,023 users Young Adult 2,099 users Fiction 648 users Adventure 531 users Historical Historical Fiction 311 users","The king's scholar, the magus, believes he knows the site of an ancient treasure. To attain it for his king, he needs a skillful thief, and he selects Gen from the king's prison. The magus is interested only in the thief's abilities. What Gen is interested in is anyone's guess. Their journey toward the treasure is both dangerous and difficult, lightened only imperceptibly by the tales they tell of the old gods and goddesses.","score: 11,934127 people voted"
young-adult,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,https://www.goodreads.com/author/show/65189.Louise_Rennison,3.75,Lincoln Award Nominee (2005),"Young Adult 2,202 users Humor 600 users Fiction 526 users Womens Fiction Chick Lit 463 users Romance 452 users","There are six things very wrong with my life:1. I have one of those under-the-skin spots that will never come to a head but lurk in a red way for the next two years.2. It is on my nose3. I have a three-year-old sister who may have peed somewhere in my room.4. In fourteen days the summer hols will be over and then it will be back to Stalag 14 and Oberfuhrer Frau Simpson and her bunch of sadistic teachers.5. I am very ugly and need to go into an ugly home.6. I went to a party dressed as a stuffed olive.In this wildly funny journal of a year in the life of Georgia Nicolson, British author Louise Rennison has perfectly captured the soaring joys and bottomless angst of being a teenager. In the spirit of Bridget Jones's Diary, this fresh, irreverent, and simply hilarious book will leave you laughing out loud. As Georgia would say, it's ""Fabbity fab fab!""","score: 11,832141 people voted"
young-adult,The Time Traveler's Wife,Audrey Niffenegger,https://www.goodreads.com/author/show/498072.Audrey_Niffenegger,3.96,ALA Alex Award (2004),"Fiction 9,150 users Romance 5,099 users Fantasy 3,203 users Science Fiction Time Travel 2,471 users Science Fiction 2,185 users","A funny, often poignant tale of boy meets girl with a twist: what if one of them couldn't stop slipping in and out of time? Highly original and imaginative, this debut novel raises questions about life, love, and the effects of time on relationships.Audrey Niffenegger’s innovative debut, The Time Traveler’s Wife, is the story of Clare, a beautiful art student, and Henry, an adventuresome librarian, who have known each other since Clare was six and Henry was thirty-six, and were married when Clare was twenty-three and Henry thirty-one. Impossible but true, because Henry is one of the first people diagnosed with Chrono-Displacement Disorder: periodically his genetic clock resets and he finds himself misplaced in time, pulled to moments of emotional gravity in his life, past and future. His disappearances are spontaneous, his experiences unpredictable, alternately harrowing and amusing. The Time Traveler’s Wife depicts the effects of time travel on Henry and Clare’s marriage and their passionate love for each other as the story unfolds from both points of view. Clare and Henry attempt to live normal lives, pursuing familiar goals—steady jobs, good friends, children of their own. All of this is threatened by something they can neither prevent nor control, making their story intensely moving and entirely unforgettable.","score: 11,620144 people voted"
young-adult,Alice in Wonderland,Lewis Carroll,https://www.goodreads.com/author/show/8164.Lewis_Carroll,4.03,Kurt Maschler Award (1999),"Classics 6,226 users Fantasy 3,856 users Fiction 2,161 users Childrens 1,255 users","
This is an adaptation. For the editions of the original book, see here
.Alice's Adventures in Wonderland (commonly shortened to Alice in Wonderland) is an 1865 novel written by English mathematician Charles Lutwidge Dodgson under the pseudonym Lewis Carroll. It tells of a girl named Alice falling through a rabbit hole into a fantasy world populated by peculiar, anthropomorphic creatures. The tale plays with logic, giving the story lasting popularity with adults as well as with children. It is considered to be one of the best examples of the literary nonsense genre. Its narrative course and structure, characters and imagery have been enormously influential in both popular culture and literature, especially in the fantasy genre.","score: 11,609155 people voted"
young-adult,Blood and Chocolate,Annette Curtis Klause,https://www.goodreads.com/author/show/5833.Annette_Curtis_Klause,3.77,South Carolina Book Award for Young Adult Book Award (2000),"Young Adult 1,201 users Fantasy 967 users Romance 481 users Fantasy Paranormal 471 users Shapeshifters Werewolves 425 users Fantasy Urban Fantasy 259 users","Vivian Gandillon relishes the change, the sweet, fierce ache that carries her from girl to wolf. At sixteen, she is beautiful and strong, and all the young wolves are on her tail. But Vivian still grieves for her dead father; her pack remains leaderless and in disarray, and she feels lost in the suburbs of Maryland. She longs for a normal life. But what is normal for a werewolf?Then Vivian falls in love with a human, a meat-boy. Aiden is kind and gentle, a welcome relief from the squabbling pack. He’s fascinated by magic, and Vivian longs to reveal herself to him. Surely he would understand her and delight in the wonder of her dual nature, not fear her as an ordinary human would.Vivian’s divided loyalties are strained further when a brutal murder threatens to expose the pack. Moving between two worlds, she does not seem to belong in either. What is she really—human or beast? Which tastes sweeter—blood or chocolate?","score: 11,576133 people voted"
young-adult,The Mysterious Benedict Society,Carson Ellis,https://www.goodreads.com/author/show/428566.Carson_Ellis,4.15,Iowa Children's Choice Award Nominee (2011),"Mystery 1,185 users Young Adult 1,024 users Fiction 994 users Fantasy 704 users Childrens 639 users Childrens Middle Grade 627 users Adventure 574 users","""Are you a gifted child looking for special opportunities?"" Dozens of children respond to this peculiar ad in the newspaper and are then put through a series of mind-bending tests, which readers take along with them. Only four children-two boys and two girls-succeed. Their challenge: to go on a secret mission that only the most intelligent and inventive children could complete. To accomplish it they will have to go undercover at the Learning Institute for the Very Enlightened, where the only rule is that there are no rules. But what they'll find in the hidden underground tunnels of the school is more than your average school supplies. So, if you're gifted, creative, or happen to know Morse Code, they could probably use your help.","score: 11,490148 people voted"
young-adult,My Side of the Mountain,Jean Craighead George,https://www.goodreads.com/author/show/23509.Jean_Craighead_George,4.04,Dorothy Canfield Fisher Children's Book Award Nominee (1961),Fiction 751 users Young Adult 660 users Childrens 386 users Adventure 342 users Classics 328 users,"Terribly unhappy in his family's crowded New York City apartment, Sam Gribley runs away to the solitude and danger of the mountains, where he finds a side of himself he never knew.","score: 11,380148 people voted"
young-adult,Dealing with Dragons,Peter de Sève,https://www.goodreads.com/author/show/268524.Peter_de_S_ve,4.15,Minnesota Book Award for Fantasy & Science Fiction (1991),"Fantasy 4,462 users Young Adult 1,115 users Fantasy Dragons 864 users Fiction 507 users Childrens 341 users","Cimorene is everything a princess is not supposed to be: headstrong, tomboyish, smart - and bored. So bored that she runs away to live with a dragon - and finds the family and excitement she's been looking for.Cover illustrator: Peter de Sève","score: 11,220149 people voted"
young-adult,The Ruins of Gorlan,John Flanagan,https://www.goodreads.com/author/show/34049.John_Flanagan,4.21,Rebecca Caudill Young Readers' Book Award Nominee (2008),"Fantasy 3,611 users Young Adult 1,219 users Adventure 599 users Fiction 477 users","They have always scared him in the past — the Rangers, with their dark cloaks and shadowy ways. The villagers believe the Rangers practice magic that makes them invisible to ordinary people. And now 15-year-old Will, always small for his age, has been chosen as a Ranger's apprentice. What he doesn't yet realize is that the Rangers are the protectors of the kingdom. Highly trained in the skills of battle and surveillance, they fight the battles before the battles reach the people. And as Will is about to learn, there is a large battle brewing. The exiled Morgarath, Lord of the Mountains of Rain and Night, is gathering his forces for an attack on the kingdom. This time, he will not be denied....","score: 10,878116 people voted"
young-adult,Feed,M.T. Anderson,https://www.goodreads.com/author/show/31688.M_T_Anderson,3.54,National Book Award Finalist for Young People's Literature (2002),"Young Adult 1,882 users Science Fiction 1,178 users Science Fiction Dystopia 766 users Fiction 631 users","Identity crises, consumerism, and star-crossed teenage love in a futuristic society where people connect to the Internet via feeds implanted in their brains.For Titus and his friends, it started out like any ordinary trip to the moon - a chance to party during spring break and play with some stupid low-grav at the Ricochet Lounge. But that was before the crazy hacker caused all their feeds to malfunction, sending them to the hospital to lie around with nothing inside their heads for days. And it was before Titus met Violet, a beautiful, brainy teenage girl who has decided to fight the feed and its omnipresent ability to categorize human thoughts and desires. Following in the footsteps of George Orwell, Anthony Burgess, and Kurt Vonnegut Jr., M. T. Anderson has created a not-so-brave new world — and a smart, savage satire that has captivated readers with its view of an imagined future that veers unnervingly close to the here and now.","score: 10,852145 people voted"
young-adult,Jacob Have I Loved,Katherine Paterson,https://www.goodreads.com/author/show/1949.Katherine_Paterson,3.66,"National Book Award Finalist for Children's Books, Fiction (Hardcover) (1981) & (Paperback) (1982)",Young Adult 724 users Fiction 486 users Historical Historical Fiction 217 users Classics 168 users Childrens 168 users,"Esau have I hated . . . Sara Louise Bradshaw is sick and tired of her beautiful twin Caroline. Ever since they were born, Caroline has been the pretty one, the talented one, the better sister. Even now, Caroline seems to take everything: Louise's friends, their parents' love, her dreams for the future.For once in her life, Louise wants to be the special one. But in order to do that, she must first figure out who she is . . . and find a way to make a place for herself outside her sister's shadow.","score: 10,572140 people voted"
young-adult,Unearthly,Cynthia Hand,https://www.goodreads.com/author/show/3290920.Cynthia_Hand,4.04,Goodreads Choice Award Nominee for Best Young Adult Fantasy & Science Fiction (2011),"Young Adult 2,275 users Paranormal Angels 1,887 users Fantasy 1,824 users Fantasy Paranormal 1,588 users Romance 1,135 users Romance Paranormal Romance 440 users Fantasy Supernatural 336 users Fantasy Urban Fantasy 308 users Fiction 239 users Young Adult Young Adult Fantasy 137 users","In the beginning, there's a boy standing in the trees...Clara Gardner has recently learned that she's part angel. Having angel blood run through her veins not only makes her smarter, stronger, and faster than humans (a word, she realizes, that no longer applies to her), but it means she has a purpose, something she was put on this earth to do. Figuring out what that is, though, isn't easy.Her visions of a raging forest fire and an alluring stranger lead her to a new school in a new town. When she meets Christian, who turns out to be the boy of her dreams (literally), everything seems to fall into place and out of place at the same time. Because there's another guy, Tucker, who appeals to Clara's less angelic side.As Clara tries to find her way in a world she no longer understands, she encounters unseen dangers and choices she never thought she'd have to make between honesty and deceit, love and duty, good and evil. When the fire from her vision finally ignites, will Clara be ready to face her destiny?Unearthly is a moving tale of love and fate, and the struggle between following the rules and following your heart.","score: 10,544119 people voted"
young-adult,It's Kind of a Funny Story,Ned Vizzini,https://www.goodreads.com/author/show/11672.Ned_Vizzini,4.13,Goldener Lufti (2008),"Young Adult 2,550 users Fiction 1,054 users Contemporary 1,036 users Health Mental Health 686 users Mental Health Mental Illness 537 users Realistic Fiction 383 users Romance 222 users Psychology 177 users Humor 174 users Young Adult Teen 174 users","Ambitious New York City teenager Craig Gilner is determined to succeed at life - which means getting into the right high school to get into the right job. But once Craig aces his way into Manhattan's Executive Pre-Professional High School, the pressure becomes unbearable. He stops eating and sleeping until, one night, he nearly kills himself.Craig's suicidal episode gets him checked into a mental hospital, where his new neighbors include a transsexual sex addict, a girl who has scarred her own face with scissors, and the self-elected President Armelio. There, Craig is finally able to confront the sources of his anxiety.Ned Vizzini, who himself spent time in a psychiatric hospital, has created a remarkably moving tale about the sometimes unexpected road to happiness.","score: 10,524131 people voted"
young-adult,Oliver Twist,George Cruikshank,https://www.goodreads.com/author/show/68038.George_Cruikshank,3.85,CityRead London (2012),"Classics 9,913 users Fiction 3,064 users Literature 607 users Historical Historical Fiction 603 users",N/A,"score: 10,269122 people voted"
young-adult,The Unbecoming of Mara Dyer,Michelle Hodkin,https://www.goodreads.com/author/show/4126827.Michelle_Hodkin,4.08,N/A,"Young Adult 3,020 users Fantasy Paranormal 1,981 users Fantasy 1,573 users Romance 1,426 users","Mara Dyer believes life can't get any stranger than waking up in a hospital with no memory of how she got there.It can.She believes there must be more to the accident she can't remember that killed her friends and left her strangely unharmed. There is.She doesn't believe that after everything she's been through, she can fall in love. She's wrong.","score: 10,074125 people voted"
young-adult,Stormbreaker,Anthony Horowitz,https://www.goodreads.com/author/show/32590.Anthony_Horowitz,3.98,Rebecca Caudill Young Readers' Book Award (2004),"Young Adult 1,059 users Adventure 533 users Mystery 409 users Fiction 409 users","They told him his uncle died in an accident. He wasn't wearing his seatbelt, they said. But when fourteen-year-old Alex finds his uncle's windshield riddled with bullet holes, he knows it was no accident. What he doesn't know yet is that his uncle was killed while on a top-secret mission. But he is about to, and once he does, there is no turning back. Finding himself in the middle of terrorists, Alex must outsmart the people who want him dead. The government has given him the technology, but only he can provide the courage. Should he fail, every child in England will be murdered in cold blood.","score: 10,030140 people voted"
young-adult,Heidi,Angelo  Rinaldi,https://www.goodreads.com/author/show/9829661.Angelo_Rinaldi,3.98,N/A,"Classics 3,241 users Childrens 992 users Fiction 979 users","Little orphan Heidi goes to live high in the Alps with her gruff grandfather and brings happiness to all who know her on the mountain. When Heidi goes to Frankfurt to work in a wealthy household, she dreams of returning to the mountains and meadows, her friend Peter, and her beloved grandfather.","score: 10,001128 people voted"
young-adult,Crank,Ellen Hopkins,https://www.goodreads.com/author/show/2821144.Ellen_Hopkins,4.16,Missouri Gateway Readers Award (2007),"Young Adult 1,750 users Poetry 886 users Fiction 500 users Contemporary 386 users","In Crank, Ellen Hopkins chronicles the turbulent and often disturbing relationship between Kristina, a character based on her own daughter, and the ""monster,"" the highly addictive drug crystal meth, or ""crank."" Kristina is introduced to the drug while visiting her largely absent and ne'er-do-well father. While under the influence of the monster, Kristina discovers her sexy alter-ego, Bree: ""there is no perfect daughter, / no gifted high school junior, / no Kristina Georgia Snow. / There is only Bree."" Bree will do all the things good girl Kristina won't, including attracting the attention of dangerous boys who can provide her with a steady flow of crank.","score: 9,984101 people voted"
